title,tags,perks,country,location,company,company_size,company_type,description,experience_level,industry,job_type,link,posted,moeda_original,role,salary_min,salary_max,salary_mean,id
Information Security Engineer,"security, unix",,MN,Minneapolis,"Nexidia
        ",-,,"
WHO IS NICE-MATTERSIGHT    Have you ever spoken with someone and felt as though you just clicked? The magical feeling you get is the result of a personality connection. NICE-Mattersight creates that feeling every day, in call centers and companies around the world, through a unique suite of enterprise software solutions.  We have analyzed over a billion interactions for leading healthcare, travel and hospitality, financial, insurance, tech, telecom, utilities and other clients, and built more than 10 million (and counting) behavioral algorithms that leverage a world-renowned personality model. The resulting products help employees and customers have smoother, faster, more productive conversations with each other—in short, better chemistry.  Position Summary:  The Senior Information Security Engineer will be part of NICE-Mattersight’s Data Center and InfoSec organization, responsible for architectural design, planning, implementation, and hands on maintenance of enterprise operational defenses against security breaches and vulnerabilities. This individual is additionally responsible for maintaining and extending the existing suite of defenses, and the creation and maintenance of information security policies, standards, and procedures in concurrence with industry best practices. The Senior Information Security Engineer also participates as a member of the Mattersight Computer Incident Response Team (CIRT) to identify and resolve potential security incidents. The ideal candidate will be self-motivated with a proven track record in Information Security technologies and be comfortable in the dynamic atmosphere of a technical organization.  ESSENTIAL DUTIES AND RESPONSIBILITIES • Participate as a member of the Information Security team in developing and maintaining the organization’s security strategies.  • Own the architecture and management of Information Security systems, which include, but are not limited to: Centralized Logging, Intrusion Detection and Prevention, Vulnerability Testing, Penetration Testing, Encryption and Key Management, and Physical Security. • Perform event/alert review and investigation from all collected systems and architectures, including but not limited to the following types: Windows and Unix operating systems, IDS, Web Applications, Anti-Virus, and File Integrity Monitoring. • Act as a consulting resource to development teams to ensure that security is being adequately addressed during application development and deployment. • Identify, create and maintain security-related documentation and tools. • Maintain ongoing knowledge of information security technologies. • Maintain and ensure confidentiality of company, client, and employee data. • Attend and participate in staff, project and vendor meetings. • Attend and participate in after hours and weekend maintenance as necessary. • Participate in Incident Response investigations as a member of the CIRT.  REQUIRED EXPERIENCE AND ABILITIES • Minimum of 5 years experience in Information Security or a security-related field. • Experience with writing and maintaining tools in the powershell, bash, python, and ruby scripting languages. • Strong demonstrated understanding of systems integration, web-based applications, and cloud-based technologies and architectures. • Strong demonstrated knowledge of application testing methodologies and strategies. • Experience with application design and development from business requirements analysis through to day-to-day management. • Ability to work with development teams and individual developers to achieve desired results within defined parameters. • Experience with Windows Server, Linux/Unix and/or network device administration. • Demonstrated understanding of business requirements/drivers and the ability to integrate these into security initiatives and projects. • Knowledge of ISO 27001/2, PCI-DSS, HIPAA, GDPR, or other information security rules and regulations. • Knowledge of software development lifecycles and philosophies.  • Exceptional analytical and problem-solving abilities. • Experience coordinating initiative efforts across geographically dispersed offices and project teams. • Excellent understanding of project management principles. • Highly responsible, motivated team player. • Ability to set and manage priorities judiciously. • Excellent communication and interpersonal skills. • Expert attention to detail. • Ability to produce clean, concise diagrams and documentation.  NICE TO HAVES • CISSP Certification, or the willingness and ability to obtain within twelve months. • GCIH or similar industry-standard security incident handling certification or the willingness and ability to obtain within 6 months. • Demonstrated experience with Amazon Web Services (AWS), Kubernetes, and similar cloud technologies. • Experience working within the Agile framework and continuous delivery/continuous integration processes. • Experience with enterprise security incident response, forensic investigation, and analysis. ",,,Full-time,/jobs/227086/information-security-engineer-nexidia,2019-01-04 22:51:57.052763,-,System Administrator,0,0,0.0,925
Software Engineer - .NET Full Stack,".net, c#, sql-server",,"Texas, EUA",Austin,"Nexidia
        ",-,,"
Are you an experienced Software Developer looking for a cool opportunity to have real impact in a leading technology company?  NICE is the world's leading provider of both cloud and on-premises enterprise software solutions that empower organizations to make smarter decisions based on advanced analytics of structured and unstructured data. NICE Mattersight integrates NICE’s analytics and Mattersight’s behavioral analytics technology, allowing Fortune 500 enterprises to enjoy the market’s most powerful analytics in the cloud, driving personalization and smart connections in real time. As part of the NICE family, Mattersight offers its team members the chance to be part of an innovative, friendly, collaborative and rewarding environment that offers abundant opportunity for professional and personal growth in this exciting space.Who you are:A highly motivated cutting-edge software developer who wants to geek out in awesome Austin, TX with our phenomenal teams. What you’ll do:NICE-Mattersight’s Austin office is our software engineering hub. We foster an environment of collaboration and teamwork that you can contribute to and grow from. All teams enhance our micro-services architecture culminating in the core of our ground-breaking Behavioral Analytics and Predictive Behavioral Routing product suite. Whether the feature is handling of stream data, finding insights in Big Data, understanding low level Windows operations, mastering cross browser UI, or understanding Continuous Delivery, NICE-Mattersight has opportunities. For this position in particular, the successful candidate will perform design, development, sustaining engineering and testing tasks within the Microsoft .NET Core framework using Microsoft Visual C#. This position requires proficiency in the use of NUnit/Mspec for test-driven .NET application development and the ability to develop n-tier client-server applications that use web server, application server and database engine architectures.What you definitely have: • 3+ years of strong Object Oriented design and programming skills • Proven experience in C# and .Net Core • Experience with Unit Test frameworks • Working knowledge of Microsoft SQL Server and T-SQLWhat we’d also love to see:• Experience with message queues (RabbitMQ, ZeroMQ preferred)  • Design and development of micro-services-oriented Architecture• Docker & Kubernetes• ORM libraries• Hypermedia RESTful strategies Frankly put, Big Data is exploding. That explosion is presenting all kinds of interesting avenues for our business, which is allowing our teams to grow professionally, technically and personally. This is exciting technology in an exciting space, and we want YOU to come join us on this adventure. If you want to grow and contribute in ways you didn’t expect, contact us today and see what matters.OTHER FACTS:What we’re likeNICE-Mattersight values diversity, curiosity and collaboration. Employees from all experience levels and backgrounds are intermingled and encouraged to learn about each other’s projects. Our offices foster teamwork as well as self motivation, with a healthy dose of fun thrown in. Where you’ll beNICE-Mattersight seeks candidates authorized to work in the United States. The Software Developer role will be based out of NICE-Mattersight’s ",,,Full-time,/jobs/227085/software-engineer-net-full-stack-nexidia,2019-01-04 22:51:57.077791,-,Full Stack Developer,0,0,0.0,926
Data Analyst,"sql, etl, sql-server",,"Arizona, EUA",Phoenix,"Intersys Consulting, Inc.
        ",-,,"
Data Analyst Who we are: Intersys is a leading Business Intelligence, Data Management, and Application Development professional services organization focused on providing solutions with real business value. We provide a customer-focused approach to building authentic partnerships with our clients with objective counsel from concept to deployment for a consistent voice through the dynamic IT environment.  What we look for: Intersys is focused on finding and cultivating talent across the IT space. We have over 200 developers, project managers, business analysts, and data management professionals, most with extensive experience in their respective fields. In new hires, we look for authenticity; be proud of who you are and what you bring to the table, as well as those candidates who consistently deliver the highest quality product and have a deep desire to improve not just themselves, but the organization as a whole. The position: Intersys is seeking a Data Analyst who will be responsible for gathering business and developing technical requirements, analysis, process optimization, design and database development. The Data Analyst is expected to deliver ETL and data integration solutions that support a wide variety of clients, industries and business initiatives. Responsibilities:  Interpret data, analyze results using statistical techniques and provide ongoing reports Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality Acquire data from primary or secondary data sources and maintain databases/data systems Identify, analyze, and interpret trends or patterns in complex data sets Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems Work with management to prioritize business and information needs Locate and define new process improvement opportunities Responsible for the development of new data warehouses, reporting, and automation Supporting, troubleshooting, implementing and maintaining information systems to meet the company’s data, reporting and business intelligence needs.  Requirements: 3+ years of experience gathering requirements, creating technical requirements and technical analysis 1+ years of experience extracting and transforming data within Business Intelligence environment. 1+ years of experience with Microsoft SQL Server, including SQL Agent jobs, and ETL packages using SSIS 1+ years of SQL development experience with proven experience performing ETL processes Technical knowledge regarding data models, database design development, data mining and segmentation techniques Proficient in writing SQL queries, procedures and triggers. Good knowledge and experience of working with SQL Server Management Studio and Oracle SQL Developer. Proficient with reporting packages (Business Objects etc) Experience with Business Intelligence such as experience with Tableau and Power BI, creating dynamic visualizations and dashboards Report writing Proficient in SQL programming, including stored procedures, user-defined functions, and common table expressions are required. A good understanding of the concepts and best practices of data warehouse ETL design Experience working in an environment with Agile development Working knowledge of MySQL  Preferences: BS in Computer Science, Information Management or similar is preferred. Master’s in Computer Science, Information Management or similar is highly preferred ",,,Full-time,/jobs/227083/data-analyst-intersys-consulting-inc,2019-01-04 22:51:57.103035,-,Data Scientist,0,0,0.0,927
4 LAN/MS Windows Technicians (Level 2 Deskside Support),windows,,"Michigan, EUA",Detroit,"The Judge Group
        ",-,,"
Detroit, MI 2+ year contract 4 Openings!!!   Performs Level 2 desk side support of desktop/laptop/tablet hardware and software as well as plotters, scanners, printers and other peripheral devices.This position is to support the deployment of Windows 10 to approximately 11,000 desktops over 2 years. The specific project responsibilities relate to supporting users who are scheduled for the upgrade through the upgrade path. This includes restoring user specific configuration such as files to desktop post upgrade and managing any technical issues the user may have during or post upgrade. The general responsible of this position include the configuration, setup and deployment of hardware and software to end users. Identifies malfunctioning hardware and/or software for the purposes of implementing necessary corrective actions, resolves technical problems and provides ongoing support.  Performs routine computer equipment and software installations, troubleshoots, maintains and resolves any related problems. Desktop/laptop reimaging, and replaces defective hardware and applications.   May utilize a variety of Operating System principles and tools to facilitate effective solutions that improve process design. Associate degree or industry-recognized certificate (i.e. the completion of a core group of courses designated by the institution) in an information technology related discipline is preferred; other non-Information Technology degrees will be considered.  -   degree in an information technology-related discipline; other non-Information Technology degrees will be considered.    Industry certification (such as Microsoft) is preferred but not required.  Solid customer support skills and telephone skills. Bachelor degree in an information technology-related discipline; other non-Information Technology degrees will be considered.  Skill Required / Desired  Windows Operating Systems (XP, 7 and 10)RequiredMS Office ApplicationsRequiredSystem Management experience (Altaris, SCCM, etc.)Highly desiredEndpoint hardware maintenance and support (Dell, HP, Apple, etc.)Required  Please send qualified resume to: kbarrymore@judge.com ",,,Full-time,/jobs/227082/4-lan-ms-windows-technicians-level-2-deskside-the-judge-group,2019-01-04 22:51:57.127270,-,System Administrator,0,0,0.0,928
Drupal Developer,"php, mysql, symfony2",,"Pensilvânia, EUA",Philadelphia,"The Judge Group
        ",-,,"
Our client is currently seeking a Senior PHP/Drupal Developer  Duties and Responsibilities and skills - Website and CMS development using PHP/MySQL/Drupal - Build UI with Responsive capabilities - Experience in Drupal 8 with: - Custom modules, entities, content-types and views. - Creating & consuming custom RESTful apis that serve and consume JSON data. - Drupal configuration management/sync experience - C.I. hosting experience (Acquia or Platform.sh) - Php7 experience - php frameworks such as Laravel, Symfony etc - Mysql experience writing custom database procedures/scripts to port data   - Ability to debug complex server-side php/drupal issues in a debugger like Eclipse - Ability to debug complex client-side js/css issues in a debugger like Chrome Developer Tools - Html/css/js experience to work on above drupal/php projects - Experience using version control tools like git - Nice to haves: LAMP setup experience, vagrant/docker setup   - Nice to haves: angular/vue.js/react front-end experience ",,,Full-time,/jobs/227081/drupal-developer-the-judge-group,2019-01-04 22:51:57.152005,-,Backend Developer,0,0,0.0,929
Angular 4 or 6 UI developer,"reactjs, angularjs, c",,"Texas, EUA",Dallas,"The Judge Group
        ",-,,"
Must be on The Judge Group W2 to be considered, no sponsorship, no c2c or visa transfers.  If you would like to hear more please send your resume to: lyensen@judge.com  Thanks and look forward to speaking with you!!  Essential Functions • Assess client needs and provide architectural recommendations and scope for new projects • Architect dynamic data-driven web experiences using various web-based APIs • Apply proper design principles to projects and frameworks • Provide accurate estimates of projects and features • Mentor web engineers to help them develop their technical proficiencies • Collaborate effectively with cross-functional team members and teams • Maintain and modify existing applications • Initiate development standards and process improvements • Assist in recruiting and hiring of new Engineers • Communicate effectively and clearly with internal and external clients • Maintain confidentiality of client credentials, components of statistical work, client documents and interfacing of their systems • Monitor and track the latest developments and direction of web-based platforms • Work closely with other developers to design, develop, test, implement and support new front-end applications, systems and tools Additional Duties and Responsibilities • On the job training and research • Work on internal documentation, training and other special projects, as required • Other duties as assigned   Qualifications and Education Requirements  • Bachelors degree in Computer Science or relevant work experience   • Minimum 7 years experience working as a developer writing code  • Minimum 5 years experience working with common web frameworks such as Angular4, Typescript, and/or React  • Minimum 4 years experience in architecting and delivering complex web based applications  • Experience in communicating complex solutions to external clients, in a way that non-technical stakeholders would understand  • Experience in SCRUM and Agile methodologies Key Competencies  • Skilled in Angular4, Typescript, and/or React  • Experience building mobile and responsible web solutions with cross browser support  • Some knowledge of SEO, Accessibility and Internationalization/Localization  • Proven web architecture experience  • Familiar with Continuous Integration concepts and tools  • Good time management skills  • Strong communication skills with a high emphasis on the ability to explain technology in business terms and to express opinions clearly in a straightforward manner  • Self-driven and self-managed with the ability to operate effectively with minimum oversight  • Ability to make decisions regarding code building and knowledge of system design  • Able to work in a fast-paced, very team oriented environment  • Have a passion for technology and follow industry best practices • Regular attendance at work is required for successful performance   Preferred Skills  • Past experience building and maintaining large commercial websites/applications  • Knowledge of various CMS tools and ability to provide recommendations based on client needs  • Demonstrated thought leadership experience – assess and research web technologies landscape, speaking at technology conferences, writing technical blog posts   • Some knowledge of voice technologies (Echo, Google Home) and API.ai  • Knowledge of cross platform mobile development tools  • Experience using Atlassian suite of tools - Confluence, JIRA, Stash    ",,,Full-time,/jobs/227080/angular-4-or-6-ui-developer-the-judge-group,2019-01-04 22:51:57.175104,-,Frontend Developer,0,0,0.0,930
.Net Developer - nice to have WPF,"wpf, .net, asp.net",,"Texas, EUA",Dallas,"The Judge Group
        ",-,,"
Must be on The Judge Group W2 to be considered, no sponsorship, no c2c or visa transfers.  If you would like to hear more please send your resume to: lyensen@judge.com  Thanks and look forward to speaking with you!!   Main skill sets: .NET, .NET Core, WPF Senior developer that excels in a dynamic, fast-moving, and agile environment and is passionate about developing high quality, high performance, and scalable software. Candidate will work along with a team of seasoned engineers whose main objective is to maintain all aspects of the overall software development lifecycle and ensure the on-time, quality delivery of software product releases.    EDUCATION & EXPERIENCE:   Min. Requirements:   Bachelor’s Degree in Computer Science, Engineering, or a related field or foreign equivalent, and 10 years of experience in software development, programmer, or related position, with knowledge of Microsoft .NET Framework and related technologies. 7 years’ experience using Microsoft tech stack.  Understanding of object-oriented design and programming (OOD, OOP) and Design Patterns.  .NET development (C#.NET, WPF, Entity Framework, ADO.NET, ASP.NET, MVVM, MVC).  Experience developing/managing REST and SOAP-based Web Service API(s) in a highly data intensive environment.  Database Development experience.  SQL Server 2008/2010 (Stored Procedures, triggers, DTS etc.).    Experience implementing Service Oriented Architecture (SOA), REST Services, Web API. Understanding of agile software development methodologies, values, and procedures. Utilization of JavaScript, ASP, ASP.net, HTML 5, AngularJS, XML, XSD, XSL, AJAX, JQuery.  Experience with classic ASP and Classic VB, COM/DCOM applications. Exposure to TFS, VSTS    ",,,Full-time,/jobs/227079/net-developer-nice-to-have-wpf-the-judge-group,2019-01-04 22:51:57.200120,-,Desktop Developer,0,0,0.0,931
Jr. Node.JS Developer,"node.js, rest, http",,"Georgia, EUA",Atlanta,"BlueSky Resource Solutions
        ",-,,"
A client of ours  is looking to add to their team of developers. They are seeking a Jr. Level developer who can help emphasis on backend API development.   They are not looking for vast experience; but rather for passionate, friendly, smart people who can learn, be a part of a team, and get things done.  The junior backend position would be a great fit for recent college grads that have a little familiarity and a lot of interest in Node.js HTTP services and REST APIs.   In this position, you'll get to grow your skills as you learn alongside our senior team members and develop new features for the company's core product.  Work/life balance is important for the company. You would work 3 days onsite and 2 days from home!  Skills they value: Patience Humility Communication Initiative Attention to detail Eagerness to learn Passion for quality Testing your own code Compassion and understanding Learning from others Optimistic and friendly attitude  Their tech stack includes: Node.js + Restify HTTP REST API Objection.js + Knex + pg for ORM/data access Cockroach DB + Redis Flyway database migrations BDD-style testing via TAP StandardJS code style Google Compute Engine Devops via Slack bots Travis CI + Docker git + GitHub  If interested in more information, please apply and you will be contacted to go over the details should your background be a fit.  ",,,Full-time,/jobs/227078/jr-nodejs-developer-bluesky-resource-solutions,2019-01-04 22:51:57.222787,-,Full Stack Developer,0,0,0.0,932
"Java Developer (6 Month Contract to Hire )-Job Location: Birmingham, Alabama","javascript, java, twitter-bootstrap",,"Pensilvânia, EUA",Philadelphia,"Hire Technologies, Inc.
        ",-,,"
Job Location: Birmingham, Alabama  Green Card or U.S. Citizenship All those authorized to work for any employer without sponsorship in the U.S are encouraged to apply. We are unable to provide sponsorship at this  time.  Primary Responsibilities   The incumbent analyzes, designs, develops, documents, and implements new software applications and maintains and supports existing applications to provide information technology solutions for the corporation.  The incumbent coordinates and leads all size projects including large-scale projects requiring multiple systems resources.  The incumbent serves as a resource and mentor for other IT and business associates. Summary of Qualifications   ·        Superior knowledge of and experience using programming languages, platforms, and data structure          Experience with HTML5, CSS3, Javascript, JQuery, Responsive Web, Twitter Bootstrap, and Angular JS preferred ·        Experience with Spring MVC framework is preferred          Experience with Liferay or other portal technology is preferred ·        Excellent analytical thinking skills with experience in identifying, scrutinizing, improving, and streamlining complex work processes ·        Superior knowledge of and experience applying application software development methodologies ·        Excellent research, decision-making and judgment skills ·        Experience in a position problem solving and working independently ·        Experience in a position communicating with all levels of associates and managers ·        Experience effectively prioritizing and juggling multiple concurrent projects ·        Experience motivating, mobilizing, and coaching associates/peers  ",,,Full-time,/jobs/227077/java-developer-6-month-contract-to-hire-job-hire-technologies-inc,2019-01-04 22:51:57.247922,-,Full Stack Developer,0,0,0.0,933
Database DevOps Engineer,"amazon-web-services, security",,"Carolina do Norte, EUA",Raleigh,"Cofense, Inc.
        ",-,,"
DIRECT HIRE POSITION - US REMOTE / VIRTUAL  Overview     Database DevOps Engineer owns our database systems to meet product requirements for availability, performance, security, and reliability. They build tools and automation that provide safe, self-service capabilities to the Production Engineering and Software Engineering teams, integrating into their CI/CD workflows. DPE’s ensure quality and best-practices in database architecture, design, provisioning, resiliency, performance analysis and tuning, monitoring, alerting, database security and governance.      ResponsibilitiesOwn our database systems and meet critical availability, performance, security, and reliability goals. Design and build the tools, frameworks, systems and processes related to operation of our databases and integration with Production Engineering capabilities. Work with software engineers to design data models and choose the correct datastores Promote and implement best practices in observability (monitoring, tracing, alerting, logging) and incident response. Participate in an on-call rotation to mitigate site disruption. Scheduling and performing updates to ensure the latest security and bug fixes are applied, and new features are made available Other duties as assigned  The above statements are not an all-inclusive list of the duties and responsibilities of the position described, nor are they intended to be a listing of all of the skills or abilities required to do the job. Rather, they are intended only to describe the general nature of the job. This job description is not a contract of employment, either express or implied. Employment with COFENSE will be voluntarily entered into and your employment is considered at will. COFENSE reserves the right to alter the job description at any time without notice.   Education and/or Experience  3+ years in DRE and/or DBA roles, with a focus on tooling, automation and database systems operation. Strong DBA experience with one or more of MariaDB, Postgres, AWS RDS, Elasticsearch, DynamoDB Good software development skills in Go, Python, Ruby or similar languages Production experience with AWS and Linux environments. Experience managing infrastructure with code using tools like Terraform Familiarity and comfort with distributed systems Implementation of security best practices Ability to troubleshoot database performance issues in a production environment Bachelors Degree preferred  Qualities We Care Deeply About: Fun to work with Love to share and collaborate Committed to continuous improvement and learning Work ethic and desire to see things through  Why Working With Us Is Awesome: People - smart, caring, and collaborative Benefits - competitive salary along with 401k (w/company match), health, vision, dental, disability, and life insurance Telecommute - flexible, remote-first teams and a monthly expense reimbursement Impact - working on products that are used by over half the Fortune 100  Compensation Competitive salary 401k plan with company match Health, vision, dental, disability, and life insurance Telecom bonus  Location US Telecommute Only  Cofense is committed to equal employment opportunity. We will not discriminate against employees or applicants for employment on any legally recognized basis [protected class] including, but not limited to: veteran status, uniform service member status, race, color, religion, sex, national origin, age, physical or mental disability, genetic information or any other protected class under federal, state, or local law.      ",,,Full-time,/jobs/227074/database-devops-engineer-cofense-inc,2019-01-04 22:51:57.271199,-,DevOps,0,0,0.0,934
Node.js Developer,"java, node.js, javascript",,"Texas, EUA",Austin,"PayPal
        ",-,,"
Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 254 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.The COE team is looking for a new member. COE supports a global cross-functional development organization building frameworks in Java, PEGA and Node.js. This particular requirement is in the Tools team that builds tools for our development, QA and other engineering support teams. The Tools are shrink wrap applications that our internal teams can use them for managing the builds, deployments as well as environments. The day to day responsibilities include an understanding of the requirements & design principles, identifying areas for improvement, and developing the capabilities into the platform. While proactively driving best practice standardization through the organization, and working in a collaborative team environment.4+ years’ experience in JavaScript frameworks4+ years’ experience developing in Node.jsWorking knowledge and well versed in HTML, CSSAbility to understand complex software solutions & communicate recommendationsStrong written and verbal communication skillsStrong critical thinking & problem solving skillsBachelor degree in Computer ScienceNice To HaveKnowledge of high volume operations environmentUnderstanding of Unix / Linux based systemsFull SDLC knowledge, preferably in an agile environmentknowledge of Java 1.7 and above including Java EE concepts and frameworks is a plusWe're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities.R0024022                ",,,Full-time,/jobs/227068/nodejs-developer-paypal,2019-01-04 22:51:57.296746,-,Full Stack Developer,0,0,0.0,935
Identity and Access Management Operations Engineer,"web-services, security",,"Michigan, EUA",Detroit,"Genoa Employment Solutions
        ",-,,"
Identity and Access Management Operations Engineer - IAM Contractor Identity and Access Management Services Platform: The Identity and Access Management Services platform is comprised of multiple technologies that are delivered to internal and external Corporate customers globally.  Identity is the management of individual principals, their authentication, authorization, and privileges within or across system and enterprise boundaries with the goal of increasing security and productivity.  Provisioning is a business process for creating and managing access to resources within Identity.  IP management provides IP resolution, access policies and management solutions to support Network Services.  Job Description: Contracted position reporting to the Regional Identity and Access Management Operations Manager the Engineer will be responsible for daily management of and documentation of all key elements of Corporate Identity and Access Management infrastructure.  The engineer will provide troubleshooting and consulting support.  The Engineer is part of a global team which is operating with a follow-the-sun / shift model.  In addition to the daily management, the Engineer will be involved in initiatives, as project leader or as a technical resource in order to participate in creating and deploying new solutions, or to improve existing ones.  Ensures uniformity of services, adherence to standards, and consistency of infrastructure delivery.    Essential Functions: Run operations of the Identity and Access Management infrastructure and supports problem solving for directories, applications and other solutions owned by the Identity and Access Management team, lead the problem management for recurrent or complex issues Contribute to the development of Identity and Access Management automation processes for support of daily operations and the gathering of directory performance information. As the technical expert, contribute technical idea according to the experience from daily operation Support Identity and Access Management initiatives by taking responsibility for the effective deployment and usage of assigned resources including vendor resource and ensuring they are completed within planned timescales and resource estimates Support the definition of administrative processes and procedures and necessary documentation.  Makes them understandable to others. Handle the process deployment, monitoring, maintenance and optimization Manage the relationship with business and handle stakeholder communication; listen to business and bring feedback to team discussion; attend business communication meeting to present Identity and Access Management operation and project material; provide operation training to partners in site and business unit in accordance to the global standards Provide an accurate analysis of business requirements and in conjunction with the architecture and engineering teams select the most appropriate solution to fulfill them. Based on personal expertise, review current Identity and Access Management solutions and propose improvements; participate to their deployment, and document them at all stages of evolution Adheres to all current Change and Problem management policies and procedures Maintains an understanding of all current and emerging Identity and Access Management technologies, open system standards, management technologies as they relate to the support of Corporate infrastructure Develops, documents and supports scripts required to deliver a variety of Identity synchronization solutions Ensures that third party solutions follow all Corporate standards Provides senior management and general staff with accurate and complete status information The position requires participating on the defined shift schedules The position requires being part of an on-call rotation during the week and weekends Qualifications Education Bachelor’s degree or related experience in Computer Science, Engineering or related discipline Must be fluent in English, knowledge of any other language is an advantage Technical Skills and Competencies Required Minimum 3 to 5 years of relevant practical experience in Identity and Access Management production support of large-scale, global environments supporting over 75,000 users and globally diversified application authentication requirements. Knowledge of Windows Server 2008/2012, as well as Microsoft client operating systems Expertise in Active Directory and AD LDS Expertise with the following network protocols: LDAP, DNS, DHCP, RADIUS, TCP/IP Scripting skills: VBScript and PowerShell Understanding of security concepts related to Public Key Infrastructures including Active Directory Certificate Services (AD CS) Experience with Incident & Request management workflows (e.g. ITSM, Remedy) Experience with implementation of backup / restore and disaster & recovery strategies Understanding of Active Directory Group Policy Objects (GPO), Network Policy Server (NPS) Additional beneficial skills Experience in Microsoft Identity Manager, Forefront Identity Manager for provisioning, synchronization, security, etc. Knowledge of SQL database and T-SQL syntax Experience in CA Siteminder and Active Directory Federation Services or similar federation technologies Experience in server virtualization - Hyper-V, VMWare ESXi Experience in products from Dell Compliance Suite Experience in Centrify Experience in IPAM solutions such Men and Mice Knowledge of Office 365 integration and provisioning including Azure AD and AD Connect General Skills and Competencies Required Knowledge or familiarity with ITIL processes and methods. ITIL Foundations certification preferred Strong project management skills and global experience Strong technical and non-technical communication skills Ability to establish and maintain high levels of customer trust and confidence Experience in working within a globalized environment in terms of strategy, policies and procedures. A proven track record of driving the delivery of large, complex messaging and collaboration projects Experience with the application of problem solving methodologies (eg Kempner Treagoe, 7 Hats, 5 whys) to understand and solve challenging problem Ability to work independently, efficiently manage time, demonstrate grace under pressure, flexible. Empathetic perspective on the customer point of view Strong technical and non-technical communication skills  ",,,Full-time,/jobs/227063/identity-and-access-management-operations-engineer-genoa-employment-solutions,2019-01-04 22:51:57.320808,-,System Administrator,0,0,0.0,936
